    0.714721639116711458E+02    0.243271551361680216E+00   -0.755002963881593825E+00    0.134952495649246801E+00    0.270832241335809609E+01    0.749990073062832835E+03
    0.709918184727608832E+02    0.191366706859743552E+00   -0.637035660701659623E+00    0.128270494870665719E+00    0.263619028609290762E+01    0.751388310298223018E+03
    0.722299165555872804E+02    0.326017647785538989E+00   -0.925385009145486936E+00    0.139920657276069726E+00    0.260878333005877305E+01    0.752329811808785848E+03
    0.721965604606828606E+02    0.109263291881609201E+00   -0.633183954521868930E+00    0.139079762699397758E+00    0.230720701181145404E+01    0.752452547718625397E+03
    0.712973756552107290E+02    0.570041961650708251E-01   -0.531722971808914480E+00    0.137728135738895252E+00    0.264423517981534495E+01    0.752944119706416927E+03
    0.720772879633473451E+02    0.275944463650579896E+00   -0.757905952291049179E+00    0.139722355505121021E+00    0.231890759928513823E+01    0.753094318311415350E+03
    0.710851771493468618E+02    0.516520594922716195E-01   -0.515435224171588935E+00    0.132958488960557980E+00    0.263663761462218771E+01    0.753216638273564172E+03
    0.715715907932284807E+02    0.525511460501468866E-01   -0.538482513186298029E+00    0.121905871440678978E+00    0.256869061155453648E+01    0.753257008045856651E+03
    0.711168371865529849E+02    0.149435418926420677E+00   -0.579029737598355076E+00    0.129792405604541028E+00    0.237029153777347634E+01    0.753267068271911967E+03
    0.712128286434135305E+02    0.824062842435299148E-01   -0.510598704758202793E+00    0.131652607496419327E+00    0.234035032545148880E+01    0.753318918503754503E+03
    0.722208478752540657E+02    0.345274097304046679E+00   -0.101050118478016637E+01    0.144870001617654370E+00    0.252790175372582704E+01    0.753651853871937078E+03
    0.718626073197088999E+02    0.232222038297807853E+00   -0.702057210944161625E+00    0.144172802788238102E+00    0.230886065930559958E+01    0.753665214450113467E+03
    0.717516071573542149E+02    0.286915867468836794E+00   -0.793405403388891095E+00    0.142830500993398751E+00    0.232339978598706320E+01    0.753684998044689792E+03
    0.719937562669797302E+02    0.747308187003730695E-01   -0.611789109748114956E+00    0.135578472843641884E+00    0.240967285373205398E+01    0.753816401840047206E+03
    0.713387559554338537E+02    0.123690869310512763E+00   -0.613948221615023826E+00    0.125426885541554706E+00    0.252033881003874871E+01    0.753948382847360222E+03
    0.716517658469581846E+02    0.706404942087996007E-01   -0.567994401626905177E+00    0.124763419911731149E+00    0.238650690736735793E+01    0.753960062635378677E+03
    0.718334585138313031E+02    0.160649291715584785E+00   -0.603194344438062302E+00    0.128314898818741835E+00    0.235881361928757638E+01    0.753981724326125573E+03
    0.716699037842064541E+02    0.114737596344293660E+00   -0.600623968493320337E+00    0.149784126854732774E+00    0.247512202794879910E+01    0.754064018225866903E+03
    0.710265162907719514E+02    0.125041372945289997E+00   -0.537436898058412993E+00    0.136101414212710103E+00    0.248573234893904349E+01    0.754070516615400834E+03
    0.714706041002453816E+02    0.286460228161591501E+00   -0.789024307816190262E+00    0.129787741854142907E+00    0.263877885234085863E+01    0.754074968008758901E+03
    0.721084679649539737E+02    0.336892114801907616E+00   -0.913615195759507337E+00    0.123747654000595175E+00    0.244661616158029815E+01    0.754084822708995262E+03
    0.714326135012449015E+02    0.311431232760424503E+00   -0.831790445356711317E+00    0.137667083937367957E+00    0.261307327339107065E+01    0.754523354029411053E+03
    0.717032660810799598E+02    0.102411250010029459E+00   -0.597622555593883220E+00    0.122690901530288651E+00    0.256559406675766244E+01    0.754531966490390801E+03
    0.722755988071186550E+02    0.130730965355411760E+00   -0.629155660591794508E+00    0.138909101667235885E+00    0.231958369587545343E+01    0.754690155830362528E+03
    0.723418189221840748E+02    0.189340616447113141E+00   -0.757942884098091518E+00    0.137779547660921597E+00    0.253468126516859904E+01    0.754784369966064787E+03
    0.724269706039189884E+02    0.364670012872617855E+00   -0.103683925924453435E+01    0.130121978406403910E+00    0.248298037457755605E+01    0.754928265312501026E+03
    0.714312246566285438E+02    0.365585917761351575E+00   -0.888884164764051299E+00    0.133262802580537881E+00    0.247450540129624219E+01    0.754984440962621647E+03
    0.724543965347953645E+02    0.337856230463997265E+00   -0.100008811214815951E+01    0.143047946562536943E+00    0.250215258780966199E+01    0.755004272563739278E+03
    0.712100248052321234E+02    0.181721220933978966E+00   -0.630562049888678811E+00    0.135596313581691219E+00    0.239094365451483082E+01    0.755029764262281219E+03
    0.725921166017992050E+02    0.243414575999067240E+00   -0.822665949270314112E+00    0.140240215839519428E+00    0.246564638987857920E+01    0.755075048352999829E+03
    0.723946860408753992E+02    0.380746623582385035E+00   -0.109678863745897970E+01    0.137598975514207522E+00    0.245295914333564635E+01    0.755138783003020080E+03
    0.720776434051082049E+02    0.394220189610343330E+00   -0.108631195757965870E+01    0.131627153119089402E+00    0.252967534868734045E+01    0.755151587371208507E+03
    0.714689354748274894E+02    0.312255648956688392E+00   -0.841604793755679204E+00    0.138731617604418156E+00    0.244450861139066777E+01    0.755151773017187679E+03
    0.724713717921126488E+02    0.328184350135271641E+00   -0.928012580287833622E+00    0.136997272360050021E+00    0.234878594599022605E+01    0.755187404510378201E+03
    0.716287524564085061E+02    0.311571913318041460E+00   -0.811844823618078415E+00    0.142504902364512936E+00    0.252827520780977366E+01    0.755305526591036710E+03
    0.717172946970361949E+02    0.139328488548476181E+00   -0.588929641877276033E+00    0.144028297953948003E+00    0.241453745835583877E+01    0.755401522447144544E+03
    0.720490390321746474E+02    0.339204510640020662E+00   -0.900550927776604837E+00    0.125764408657526583E+00    0.243213534042752810E+01    0.755427925252565274E+03
    0.712159172577529489E+02    0.894994177564323867E-01   -0.571572605007924395E+00    0.127426032788837601E+00    0.255845929116627646E+01    0.755519969139156842E+03
    0.720081965324953899E+02    0.279649465006495068E+00   -0.764013111727726013E+00    0.134820048751508603E+00    0.234094776536990246E+01    0.755682062382121444E+03
    0.709728151665894416E+02    0.779197155273037706E-01   -0.521244158888337417E+00    0.132435586054587717E+00    0.246061015692339913E+01    0.755694784710726594E+03
    0.716578155208643182E+02    0.136051386341247471E+00   -0.654109476838510062E+00    0.135116049317518722E+00    0.261588108951695553E+01    0.755726462317000596E+03
    0.723501008933730958E+02    0.362100171714027197E+00   -0.993381144696464879E+00    0.141741855516700321E+00    0.239440797561015772E+01    0.755732610681442907E+03
    0.725913724496506347E+02    0.315465187102630495E+00   -0.951352391187863855E+00    0.136264896435955601E+00    0.245839978036923501E+01    0.755797632930819759E+03
    0.721516529568918941E+02    0.130706693035262667E+00   -0.657471906887588275E+00    0.132158695200796539E+00    0.237915270443003335E+01    0.755797788743313049E+03
    0.722812761993965012E+02    0.176560185762084765E+00   -0.689419481890892083E+00    0.144994206224365180E+00    0.238402364191071880E+01    0.755821448646695217E+03
    0.718266522274407322E+02    0.203722353347262464E+00   -0.691067598513107839E+00    0.130754933968576875E+00    0.231971600345099027E+01    0.755876599606191235E+03
    0.716013188664739602E+02    0.117733059174111379E+00   -0.555404731802332297E+00    0.134543282437210754E+00    0.246119710440227912E+01    0.755916083699648766E+03
    0.716281525480312666E+02    0.123884147234586725E+00   -0.568242462894737788E+00    0.132765559419903950E+00    0.232134855563136178E+01    0.756004647601878332E+03
    0.717060597958521271E+02    0.331429573884490014E+00   -0.842576905006305221E+00    0.135260623264528396E+00    0.236034615463452901E+01    0.756127398030024665E+03
    0.716645455487874870E+02    0.930201829237618238E-01   -0.589960234270512807E+00    0.143063323716358104E+00    0.258285547714396113E+01    0.756160023303292860E+03
